humidity,timeout,temp,co2,time 
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 52.0, 65535.0, 94.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:15
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:16
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:17
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:18
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:20
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:21
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:22
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:23
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:25
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:26
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:27
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:28
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:30
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:31
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:32
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:33
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:35
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:36
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:37
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:38
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 81.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:40
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 81.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:41
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 81.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:42
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 81.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:43
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 81.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:45
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:46
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:47
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:48
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:50
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.0, 92.0, 65535.0, 40.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:51
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.0, 92.0, 65535.0, 40.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:52
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.0, 92.0, 65535.0, 40.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:53
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.0, 92.0, 65535.0, 40.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:55
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 96.0, 65535.0, 45.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:56
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 96.0, 65535.0, 45.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:57
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 96.0, 65535.0, 45.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:54:58
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 96.0, 65535.0, 45.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:00
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.0, 1.0, 65535.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:01
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.0, 1.0, 65535.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:02
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.0, 1.0, 65535.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:03
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.0, 1.0, 65535.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:05
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.0, 7.0, 65535.0, 55.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:06
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.0, 7.0, 65535.0, 55.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:07
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.0, 7.0, 65535.0, 55.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:08
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[31.0, 7.0, 65535.0, 55.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:10
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.0, 11.0, 65535.0, 60.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:11
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.0, 11.0, 65535.0, 60.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:12
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.0, 11.0, 65535.0, 60.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:13
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[36.0, 11.0, 65535.0, 60.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:15
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 65.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:16
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 65.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:17
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 65.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:18
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 65.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:20
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 70.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:21
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 70.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:22
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 70.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:23
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 70.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:25
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 75.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:26
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 75.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:27
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 75.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:28
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 75.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:30
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 80.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:31
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 80.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:32
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 80.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:33
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 80.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:35
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 85.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:36
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 85.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:37
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 85.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:38
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 85.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:40
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 90.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:41
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 90.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:42
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 90.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:43
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 90.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:45
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 95.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:46
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 95.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:47
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 95.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:48
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 95.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:50
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 52.0, 65535.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:51
"[33.290001, 0.0, 35.970001, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 52.0, 65535.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14:55:52
